sub_field_name,sub_field_id,topic_name,topic_id,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Artificial Intelligence,https://openalex.org/subfields/1702,Internet Traffic Analysis and Secure E-voting,https://openalex.org/T11598,0.0,-40.0,16.67,0.0,28.57,44.44,-30.77,11.11,-50.0,20.0,83.33,9.09,-25.0,33.33,58.33,5.26,-5.0,-5.26,0.0,-5.56,23.53,33.33,14.29,25.0,12.5,60.0,9.72,-20.25,60.32,27.72,19.38,83.77,0.71,44.91,4.36,42.69,10.24,15.19,18.95,0.75,-7.37,18.69,-0.39,-0.39,-5.78,4.37,-9.46,18.7,3.99,6.68,6.43,-7.46,16.45,-11.29
Artificial Intelligence,https://openalex.org/subfields/1702,Intuitionistic Fuzzy Systems Applications,https://openalex.org/T14175,-42.86,25.0,0.0,-80.0,300.0,75.0,-42.86,25.0,-40.0,66.67,-20.0,125.0,-55.56,200.0,-25.0,-33.33,33.33,0.0,-25.0,-16.67,-80.0,800.0,-22.22,28.57,11.11,10.0,-72.73,400.0,20.0,22.22,4.55,17.39,29.63,14.29,-2.5,5.13,-14.63,82.86,3.12,22.73,7.41,18.39,-2.91,-3.0,-4.12,32.26,12.2,13.04,-2.56,-9.87,-27.74,-11.11,-10.23,-5.06
Artificial Intelligence,https://openalex.org/subfields/1702,Law AI and Intellectual Property,https://openalex.org/T13851,-36.84,33.33,31.25,23.81,-34.62,47.06,-12.0,90.91,-14.29,5.56,-15.79,71.88,1.82,-32.14,-2.63,78.38,-27.27,62.5,-10.26,10.0,-5.19,20.55,-4.55,21.43,-4.9,37.11,-12.03,17.95,-5.07,39.69,1.64,16.67,8.29,17.45,-0.72,7.3,3.06,4.29,7.91,9.68,14.17,3.28,3.4,7.46,22.45,5.0,14.44,12.21,27.19,12.24,-11.77,-23.06,33.93,51.33
Artificial Intelligence,https://openalex.org/subfields/1702,Linguistic Studies and Language Acquisition,https://openalex.org/T13623,-13.16,14.55,-8.99,10.47,-7.37,6.25,28.34,5.0,-1.19,6.83,-4.89,16.21,-4.42,4.98,2.71,7.59,16.87,1.57,7.24,5.06,-2.29,11.03,9.09,12.6,2.07,17.03,10.52,11.99,1.98,31.39,10.69,15.7,10.79,15.8,-2.91,16.29,6.98,6.13,2.48,1.89,1.42,8.73,-10.57,3.69,5.45,5.06,1.12,-6.17,-7.79,-12.96,-41.41,-36.98,22.95,-14.83
Artificial Intelligence,https://openalex.org/subfields/1702,Logic programming and type systems,https://openalex.org/T10126,21.21,15.0,-4.35,28.79,28.82,11.87,35.1,-16.92,3.27,13.38,-8.07,11.49,17.58,3.61,4.48,19.52,12.55,20.88,0.59,4.95,7.35,8.27,5.73,-5.76,6.83,-1.91,-1.26,4.17,3.22,-3.98,7.74,65.76,-15.44,-23.76,16.65,-4.59,9.36,-7.44,2.51,0.25,-12.11,1.82,-5.36,-0.6,-3.7,-6.22,-12.06,20.5,-21.71,-12.67,-5.8,-23.5,6.14,-2.79
Artificial Intelligence,https://openalex.org/subfields/1702,Logic Reasoning and Knowledge,https://openalex.org/T11010,-20.31,23.53,-12.7,5.45,-5.17,-3.64,2.83,8.26,10.17,22.31,-9.43,2.78,26.35,24.06,8.62,23.02,17.42,17.58,-3.27,18.12,22.7,8.67,13.34,1.35,0.53,-4.65,1.95,-9.43,1.36,0.6,5.47,53.3,-10.43,-11.34,5.88,11.64,-3.61,3.34,-5.38,3.31,0.7,-4.97,3.66,-8.07,12.95,-2.53,-13.06,9.63,-7.22,-6.43,5.54,-24.2,0.6,-13.62
Artificial Intelligence,https://openalex.org/subfields/1702,Machine Learning and Algorithms,https://openalex.org/T12072,0.0,-19.23,28.57,29.63,0.0,-14.29,-10.0,44.44,0.0,-30.77,40.74,18.42,-24.44,20.59,2.44,23.81,61.54,42.86,28.33,9.09,14.88,16.06,-2.23,27.4,5.02,0.34,-11.9,-1.54,-12.55,9.87,-18.78,171.86,-26.06,-13.25,18.44,-0.97,6.88,3.45,6.22,7.32,-1.75,3.37,0.96,0.57,5.67,-6.98,6.73,7.57,8.21,-1.86,10.09,-42.41,14.93,8.87
Artificial Intelligence,https://openalex.org/subfields/1702,Machine Learning and Data Classification,https://openalex.org/T12535,9.09,0.0,0.0,0.0,41.67,-58.82,28.57,66.67,-20.0,-8.33,45.45,-43.75,55.56,-50.0,114.29,133.33,-51.43,117.65,-13.51,-37.5,110.0,-23.81,40.62,17.78,7.55,5.26,11.67,-1.49,3.03,25.0,-21.18,113.43,-9.09,2.31,49.62,3.02,-2.93,5.03,2.87,20.93,7.69,4.29,4.11,22.37,27.69,2.74,24.18,18.98,28.43,12.2,18.86,-22.27,13.54,10.0
Artificial Intelligence,https://openalex.org/subfields/1702,Machine Learning and ELM,https://openalex.org/T12676,0.0,-100.0,0.0,0.0,100.0,100.0,-100.0,100.0,-100.0,400.0,-100.0,0.0,200.0,100.0,-100.0,300.0,-33.33,150.0,-20.0,150.0,-10.0,-44.44,0.0,20.0,50.0,-11.11,62.5,7.69,-64.29,180.0,-7.14,153.85,-30.3,-8.7,42.86,100.0,-1.67,22.03,44.44,0.0,64.42,64.33,35.94,36.39,29.56,3.56,19.6,7.3,5.57,-5.91,1.01,7.33,0.0,-5.59
Artificial Intelligence,https://openalex.org/subfields/1702,Machine Learning in Healthcare,https://openalex.org/T13702,-50.0,14.29,87.5,33.33,-40.0,91.67,-21.74,-27.78,23.08,12.5,11.11,-20.0,56.25,-24.0,-42.11,45.45,125.0,-13.89,9.68,29.41,-6.82,-21.95,-15.62,22.22,54.55,-3.92,-8.16,0.0,-8.89,12.2,6.52,-24.49,81.08,-32.84,57.78,7.04,11.84,3.53,22.73,-7.41,31.0,36.64,15.64,19.81,17.74,34.25,15.82,36.56,45.97,11.16,2.39,4.66,22.82,44.41
Artificial Intelligence,https://openalex.org/subfields/1702,Mathematical Control Systems and Analysis,https://openalex.org/T13935,-26.4,19.57,-20.0,11.36,32.65,-30.0,3.3,-1.06,3.23,-11.46,-14.12,19.18,14.94,-15.0,22.35,15.38,-26.67,28.41,-0.88,7.14,-14.17,13.59,-19.66,5.32,-9.09,-11.11,60.0,7.81,-15.22,-5.98,7.27,-1.69,4.31,3.31,23.2,-7.14,15.38,16.36,10.42,15.57,15.92,1.41,8.68,2.24,-4.38,-5.88,-4.17,21.74,-0.6,-4.49,-1.57,-28.34,-4.89,4.67
Artificial Intelligence,https://openalex.org/subfields/1702,Metaheuristic Optimization Algorithms Research,https://openalex.org/T10100,-24.14,27.27,-39.29,52.94,26.92,-9.09,-16.67,36.0,-35.29,-13.64,15.79,-27.27,62.5,46.15,-2.63,-29.73,119.23,12.28,18.75,3.95,31.65,23.08,23.44,9.49,13.87,25.38,4.45,-0.78,9.77,22.42,2.62,148.44,-22.58,11.19,22.38,20.13,11.89,18.04,23.26,9.63,-8.48,11.09,3.13,1.83,-5.72,-0.65,0.3,-0.3,11.81,0.32,4.46,3.36,-7.88,-11.54
Artificial Intelligence,https://openalex.org/subfields/1702,Multi-Agent Systems and Negotiation,https://openalex.org/T10456,25.0,-52.0,16.67,78.57,-40.0,13.33,11.76,89.47,-8.33,6.06,-25.71,61.54,-11.9,72.97,-15.62,77.78,-1.04,30.53,-12.1,34.86,4.76,9.74,33.14,7.56,9.09,25.0,26.67,9.09,38.38,8.72,6.85,99.05,-15.49,4.3,-2.26,15.91,-13.32,-0.79,-2.08,-10.35,6.73,-11.67,-8.68,-9.08,-4.76,-16.1,-4.8,0.46,-16.26,-13.79,-6.11,-34.98,21.72,39.38
Artificial Intelligence,https://openalex.org/subfields/1702,Natural Language Processing Techniques,https://openalex.org/T10181,-14.69,-1.83,44.03,-16.58,4.66,-4.15,13.62,10.9,-8.6,12.9,14.76,8.51,3.82,17.31,-7.22,34.69,-4.02,15.05,5.57,16.59,-4.07,17.53,3.61,14.72,-15.72,26.51,0.78,25.61,-11.39,42.16,-5.03,32.46,-0.16,22.29,-0.16,15.16,4.71,11.65,5.33,8.71,-3.04,5.84,-2.84,8.3,-8.47,6.48,-10.36,6.04,2.57,7.31,-13.31,-25.57,18.77,32.42
Artificial Intelligence,https://openalex.org/subfields/1702,Neural Networks and Applications,https://openalex.org/T10320,-2.69,-3.4,-10.99,-1.98,9.32,-5.99,9.31,3.59,-8.44,1.65,0.93,9.45,14.11,-4.24,10.6,25.26,31.15,41.04,27.89,21.28,23.9,4.15,-3.31,13.91,-9.86,8.13,-2.24,-0.25,-11.23,12.97,-11.41,256.14,-41.34,-34.54,32.22,-9.09,-14.23,-0.37,4.2,0.22,-4.46,-7.18,1.15,-2.49,-1.95,7.96,0.56,15.35,11.38,-12.04,-11.04,-26.65,12.83,108.17
Artificial Intelligence,https://openalex.org/subfields/1702,Neural Networks and Reservoir Computing,https://openalex.org/T12611,-11.11,37.5,-45.45,33.33,25.0,-10.0,77.78,-75.0,125.0,-44.44,20.0,33.33,50.0,58.33,68.42,12.5,69.44,21.31,27.03,-7.45,12.64,-21.43,10.39,-50.59,26.19,-7.55,4.08,-1.96,-22.0,33.33,-9.62,159.57,-30.33,-2.35,20.48,13.0,8.85,4.07,25.78,21.12,1.54,14.14,11.5,5.95,13.48,18.15,25.98,25.94,42.78,21.21,24.92,19.46,22.9,5.88
Artificial Intelligence,https://openalex.org/subfields/1702,Organizational and Employee Performance,https://openalex.org/T14064,0.0,0.0,-33.33,50.0,0.0,33.33,-50.0,50.0,-33.33,100.0,-25.0,166.67,-50.0,-25.0,133.33,-42.86,125.0,-55.56,75.0,14.29,-25.0,50.0,22.22,-27.27,0.0,-25.0,-16.67,40.0,85.71,53.85,35.0,-22.22,14.29,70.83,24.39,29.41,28.79,-1.18,44.05,109.09,2.77,30.38,27.73,10.16,18.45,46.19,19.37,25.05,27.9,15.03,9.1,0.05,24.04,-1.22
Artificial Intelligence,https://openalex.org/subfields/1702,Privacy-Preserving Technologies in Data,https://openalex.org/T10764,33.33,0.0,-25.0,-33.33,300.0,-50.0,25.0,100.0,-60.0,125.0,-33.33,33.33,-37.5,20.0,16.67,71.43,-83.33,450.0,27.27,-42.86,12.5,11.11,-10.0,88.89,-17.65,0.0,42.86,-5.0,21.05,-21.74,94.44,117.14,10.53,46.43,25.2,79.22,28.26,20.06,33.18,28.62,-2.06,24.26,16.93,15.54,4.43,3.12,11.79,19.5,14.11,22.7,29.32,21.62,33.68,10.28
Artificial Intelligence,https://openalex.org/subfields/1702,Psychiatry Mental Health Neuroscience,https://openalex.org/T14381,120.0,-63.64,75.0,28.57,11.11,-60.0,50.0,0.0,16.67,28.57,-33.33,0.0,116.67,38.46,22.22,-45.45,25.0,-26.67,90.91,-14.29,27.78,21.74,-50.0,71.43,50.0,-22.22,17.86,30.3,6.98,-8.7,45.24,11.48,16.18,7.59,23.53,17.14,-11.38,-2.75,-10.38,26.32,0.0,9.17,-4.58,14.4,-15.38,-13.22,5.71,18.92,-34.85,-5.81,-48.15,4.76,-4.55,9.52
Artificial Intelligence,https://openalex.org/subfields/1702,Quantum Computing Algorithms and Architecture,https://openalex.org/T10682,-15.15,39.29,-5.13,0.0,21.62,-26.67,0.0,6.06,-37.14,40.91,0.0,41.94,-43.18,28.0,6.25,-11.76,23.33,-13.51,62.5,21.15,-30.16,9.09,54.17,0.0,24.32,86.96,-3.49,53.61,-0.78,56.52,15.15,48.9,5.15,13.17,20.05,2.78,1.1,9.62,-6.06,5.39,0.37,13.3,9.08,8.84,-8.73,6.6,7.79,21.76,22.75,16.98,20.9,-1.65,21.34,13.03
Artificial Intelligence,https://openalex.org/subfields/1702,Quantum Information and Cryptography,https://openalex.org/T10020,-11.11,5.36,16.95,24.64,-4.65,26.83,-20.19,-6.02,5.13,-1.22,-3.7,32.05,-16.5,27.91,20.91,12.03,34.23,5.0,7.14,16.89,7.98,21.48,1.45,-15.14,-1.35,37.88,1.73,19.22,2.65,43.94,17.96,40.28,14.27,25.49,23.52,6.69,11.93,5.6,1.35,0.77,3.59,0.74,5.82,3.02,-9.07,4.7,4.59,-2.0,16.74,-5.7,5.72,-1.73,4.73,-4.76
Artificial Intelligence,https://openalex.org/subfields/1702,Reinforcement Learning in Robotics,https://openalex.org/T10462,-18.18,55.56,7.14,-6.67,-28.57,20.0,-25.0,144.44,-36.36,-35.71,11.11,10.0,-18.18,-22.22,71.43,25.0,-6.67,7.14,-13.33,69.23,36.36,43.33,-13.95,62.16,-1.67,69.49,7.0,18.69,12.6,-11.19,47.24,137.97,-17.08,8.13,-4.01,4.7,10.97,0.9,7.13,-2.29,-1.91,-3.69,9.68,-7.19,-3.98,29.72,13.68,51.41,43.34,6.55,28.38,-22.47,9.98,-3.15
Artificial Intelligence,https://openalex.org/subfields/1702,Security and Verification in Computing,https://openalex.org/T11424,-60.0,50.0,166.67,0.0,50.0,-16.67,80.0,5.56,52.63,-27.59,4.76,-4.55,76.19,-8.11,-5.88,0.0,-12.5,3.57,24.14,27.78,-36.96,72.41,-12.0,50.0,-7.58,42.62,-10.34,32.05,3.88,17.76,-7.94,343.97,-16.7,-16.78,29.69,9.94,21.81,2.26,9.46,6.48,1.89,-2.26,1.09,3.63,-2.08,3.71,9.83,4.88,9.2,-10.96,5.93,-11.63,4.75,-15.81
Artificial Intelligence,https://openalex.org/subfields/1702,Seismology and Earthquake Studies,https://openalex.org/T13018,-3.94,-10.66,10.09,60.0,2.08,16.33,-0.88,2.21,8.23,6.4,-11.65,-6.38,19.09,-16.03,22.27,1.49,-2.2,9.74,-4.78,22.94,13.7,-12.82,13.53,0.78,17.74,-4.8,-11.47,-24.09,10.92,25.23,28.26,21.65,16.54,-16.89,18.7,0.14,13.13,10.4,18.18,1.85,-2.46,13.99,10.07,6.77,-1.6,6.02,-1.47,-1.96,20.73,-11.33,-26.79,-36.95,14.97,39.42
Artificial Intelligence,https://openalex.org/subfields/1702,Semantic Web and Ontologies,https://openalex.org/T10215,-1.85,-11.32,5.67,8.05,25.47,-13.86,31.61,-19.21,19.46,23.08,-13.24,25.0,17.63,11.24,12.18,18.24,15.43,15.91,2.63,10.1,-0.78,13.8,4.92,3.6,7.47,2.25,4.5,9.44,3.69,14.3,11.66,48.73,5.4,11.02,18.15,7.29,9.61,11.41,-2.0,6.76,-6.08,-0.38,5.5,-5.55,-3.83,-8.49,-7.91,-9.51,1.44,-21.01,-25.57,-30.23,-3.08,69.14
Artificial Intelligence,https://openalex.org/subfields/1702,Sentiment Analysis and Opinion Mining,https://openalex.org/T10664,-100.0,100.0,200.0,-100.0,200.0,-50.0,-100.0,100.0,-100.0,100.0,-100.0,0.0,100.0,0.0,-100.0,0.0,200.0,0.0,-50.0,100.0,-50.0,100.0,0.0,-50.0,-100.0,100.0,0.0,600.0,-71.43,150.0,140.0,-25.0,0.0,266.67,21.21,130.0,63.04,38.67,55.29,60.37,-2.32,41.5,26.82,25.11,20.33,21.95,7.86,24.86,11.27,14.85,14.67,-2.22,14.05,-3.54
Artificial Intelligence,https://openalex.org/subfields/1702,Solar Radiation and Photovoltaics,https://openalex.org/T11276,-34.12,67.86,7.45,1.98,6.8,37.27,15.23,-2.3,11.18,-6.88,32.39,-24.89,18.29,-7.25,-12.5,11.9,-8.51,10.47,-12.63,27.71,-12.74,-1.62,-5.49,4.07,15.64,7.73,-6.73,2.4,-8.45,29.74,4.35,30.3,8.72,2.41,-2.09,2.4,-2.34,31.73,13.16,46.15,-2.69,27.55,11.54,19.19,-0.59,7.01,9.14,12.72,3.23,1.81,4.53,0.67,14.92,-0.67
Artificial Intelligence,https://openalex.org/subfields/1702,Speech and dialogue systems,https://openalex.org/T12031,-29.41,30.0,16.67,-10.99,34.57,-15.6,18.48,-26.61,62.5,-10.77,-3.45,41.96,3.14,-7.93,12.58,14.12,34.02,-6.92,33.47,6.81,-7.25,22.5,8.93,9.6,-15.81,13.2,17.26,13.96,-4.03,29.9,-15.61,92.5,-15.58,5.79,0.19,6.94,2.16,-5.25,4.38,2.74,-13.18,2.98,-1.4,0.19,-7.08,-0.81,-12.3,16.0,-3.12,-10.29,-20.86,-15.81,19.48,71.03
Artificial Intelligence,https://openalex.org/subfields/1702,Speech Recognition and Synthesis,https://openalex.org/T10201,-29.33,11.32,20.34,28.17,-5.49,25.58,-16.67,11.11,-10.0,20.0,-5.56,19.61,26.23,14.29,-11.36,11.54,36.21,12.24,43.23,21.52,3.67,0.21,7.07,8.93,-3.74,9.63,-1.01,31.74,-0.39,0.65,-15.25,253.51,-46.05,-2.0,26.59,-0.9,-1.11,4.08,-1.33,12.87,-7.15,5.56,0.81,4.59,-2.2,7.46,-10.65,11.63,10.63,1.14,7.86,-6.68,17.81,12.59
Artificial Intelligence,https://openalex.org/subfields/1702,Statistical and Computational Modeling,https://openalex.org/T14351,-6.1,1.3,-8.97,-21.13,32.14,-10.81,36.36,-5.56,-15.29,31.94,-26.32,11.43,6.41,19.28,5.05,19.23,-34.68,11.11,16.67,29.52,-11.76,-15.83,-1.98,11.11,-4.55,13.33,-0.84,-0.85,6.84,20.8,-19.87,61.16,-5.13,1.08,13.37,-5.66,3.5,14.98,4.2,16.53,9.34,15.82,-8.74,13.77,17.37,-16.82,4.85,13.62,11.09,-9.37,0.22,-24.89,-9.55,10.89
Artificial Intelligence,https://openalex.org/subfields/1702,Stochastic Gradient Optimization Techniques,https://openalex.org/T11612,25.0,-20.0,25.0,-60.0,-50.0,200.0,0.0,33.33,-25.0,66.67,80.0,-44.44,0.0,60.0,0.0,25.0,20.0,0.0,0.0,0.0,-8.33,-36.36,200.0,-33.33,-50.0,128.57,-50.0,75.0,-35.71,11.11,-10.0,200.0,-33.33,-33.33,33.33,-43.75,100.0,-27.78,84.62,45.83,25.71,34.09,35.59,53.75,25.2,35.71,33.97,56.07,13.04,13.36,10.36,-40.45,5.98,-9.49
Artificial Intelligence,https://openalex.org/subfields/1702,Target Tracking and Data Fusion in Sensor Networks,https://openalex.org/T10711,33.62,9.68,-7.06,-5.06,28.0,-16.67,16.88,-12.83,16.56,-15.79,1.88,19.63,-7.69,-13.33,30.13,-20.69,9.94,9.04,27.46,12.6,2.53,-18.66,22.94,-5.63,-2.61,6.13,21.66,-1.19,22.52,8.82,-7.21,240.29,-22.82,-6.47,42.98,12.65,-6.32,9.43,6.82,9.24,1.38,1.87,-4.17,-8.65,-7.03,-3.11,-3.21,-0.13,6.71,-18.19,4.03,-9.83,4.14,-1.6
Artificial Intelligence,https://openalex.org/subfields/1702,Text and Document Classification Technologies,https://openalex.org/T11550,50.0,-50.0,133.33,-14.29,100.0,-66.67,-50.0,350.0,-66.67,66.67,-40.0,66.67,60.0,-12.5,-57.14,366.67,-14.29,-16.67,-20.0,50.0,66.67,-15.0,-23.53,92.31,36.0,-2.94,21.21,27.5,49.02,39.47,12.26,120.17,10.69,17.59,11.44,27.37,1.86,22.72,-0.66,13.14,-3.82,8.87,7.02,4.46,5.03,-2.39,6.74,18.83,7.34,-7.92,-5.28,1.24,8.36,21.73
Artificial Intelligence,https://openalex.org/subfields/1702,Text Readability and Simplification,https://openalex.org/T13629,10.81,-24.39,54.84,4.17,24.0,11.29,-21.74,14.81,19.35,6.76,8.86,-11.63,-3.95,-8.22,2.99,-27.54,22.0,-9.84,0.0,18.18,-18.46,22.64,0.0,3.08,4.48,-21.43,27.27,-20.0,23.21,33.33,-21.74,-1.39,45.07,-2.91,-18.0,36.59,27.68,16.78,0.0,16.77,4.62,28.43,16.03,9.54,-9.01,21.12,-14.99,30.13,3.45,0.48,7.11,-10.84,30.02,7.25
Artificial Intelligence,https://openalex.org/subfields/1702,Topic Modeling,https://openalex.org/T10028,41.18,-33.33,6.25,47.06,-20.0,-30.0,114.29,-33.33,50.0,-10.0,0.0,-11.11,37.5,-24.24,-8.0,8.7,44.0,16.67,7.14,11.11,4.0,11.54,6.9,-4.84,16.95,-4.35,6.06,47.14,7.77,46.85,7.36,53.71,22.3,20.97,4.27,9.16,26.93,22.26,3.84,23.42,3.33,11.92,14.3,7.64,26.13,27.15,17.32,40.88,31.72,24.2,25.06,-12.1,34.74,-17.71
Artificial Intelligence,https://openalex.org/subfields/1702,Wireless Signal Modulation Classification,https://openalex.org/T12131,-50.0,0.0,-50.0,100.0,-50.0,100.0,50.0,0.0,-33.33,0.0,-50.0,0.0,-100.0,300.0,166.67,-87.5,400.0,20.0,16.67,-42.86,25.0,40.0,-57.14,233.33,60.0,-12.5,-35.71,55.56,35.71,-36.84,116.67,315.38,-40.74,10.94,59.15,38.05,-3.21,5.96,40.0,13.84,-2.35,-0.8,5.67,-10.34,-10.26,5.71,22.97,18.32,92.88,17.98,37.28,8.03,21.28,-17.32
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Adaptive Dynamic Programming Control,https://openalex.org/T12794,100.0,-50.0,100.0,-100.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,-100.0,100.0,100.0,-100.0,200.0,50.0,0.0,-33.33,200.0,-50.0,133.33,28.57,-44.44,120.0,9.09,0.0,58.33,5.26,235.0,-17.91,-40.0,57.58,0.0,36.54,8.45,24.68,1.04,44.33,5.0,22.45,28.33,-10.39,12.56,29.61,11.26,29.17,12.44,14.34,10.22,36.91,-19.83
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Advanced Algebra and Logic,https://openalex.org/T11727,11.74,10.69,-19.15,15.3,-0.55,-11.7,5.38,-10.22,2.19,5.14,-1.43,1.86,3.85,0.2,3.31,-13.58,-2.4,9.4,4.29,13.73,-9.14,12.71,-0.67,-1.19,15.61,0.89,-16.32,7.91,9.45,23.96,-15.13,26.59,-2.68,1.49,5.54,-2.68,12.78,0.2,1.27,8.95,-9.89,0.2,3.72,-7.08,7.21,-7.1,-3.06,0.42,6.81,-12.75,-3.48,-13.39,-4.84,10.03
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Advanced Graph Theory Research,https://openalex.org/T10374,-10.19,35.05,15.27,5.96,-8.12,0.68,3.38,22.22,11.76,-0.48,19.71,5.22,-8.78,10.46,3.79,9.85,12.62,2.95,27.51,-7.19,0.0,6.54,9.55,12.24,0.74,14.13,-2.73,5.45,8.15,6.23,-4.77,20.92,8.06,-6.36,17.56,12.95,6.44,11.18,-1.04,2.64,7.41,5.4,-4.8,0.95,9.91,-5.95,3.39,4.54,-7.6,11.04,-7.35,-4.76,-8.53,-10.13
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Advanced Mathematical Modeling in Engineering,https://openalex.org/T12100,4.59,11.11,6.32,11.88,-8.19,3.37,0.23,-6.28,6.7,16.51,-7.98,17.35,-9.24,10.18,13.86,-7.14,6.47,4.6,13.5,0.97,6.3,-4.25,11.04,2.91,11.78,4.0,13.07,5.2,-5.79,9.31,10.67,2.02,6.59,5.02,5.43,6.02,4.98,1.67,-2.14,5.55,0.74,-0.53,0.9,5.99,-0.5,-2.54,-3.78,4.67,-3.45,-5.52,-6.06,-3.55,-1.96,25.55
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Advanced Multi-Objective Optimization Algorithms,https://openalex.org/T10848,33.33,0.0,5.0,-23.81,-12.5,21.43,17.65,5.0,19.05,20.0,-16.67,20.0,-16.67,40.0,0.0,14.29,-10.0,41.67,-11.76,26.67,3.51,28.81,-13.16,19.7,15.19,49.45,-20.59,57.41,-12.94,42.57,15.17,72.02,-6.46,23.53,5.18,32.09,1.04,11.8,11.35,11.73,2.44,3.73,2.1,5.18,0.74,2.95,3.41,7.02,3.81,2.11,8.79,6.6,-1.98,-3.29
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Cellular Automata and Applications,https://openalex.org/T12162,-14.42,24.72,-6.31,7.69,-22.32,9.2,12.63,-11.21,24.21,-0.85,17.95,-7.25,11.72,27.97,-2.19,46.37,-2.29,-6.25,10.83,18.42,11.11,-6.29,12.5,-0.81,11.75,2.93,-4.28,-7.94,18.06,5.48,-16.02,162.37,-29.17,-9.29,24.16,-10.34,-7.55,12.18,3.71,-0.13,-10.36,4.28,-4.51,-1.86,-5.99,2.33,-9.41,-6.87,3.78,-18.37,-6.58,-25.68,-1.22,55.73
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Chaos Complexity and Education,https://openalex.org/T12469,16.67,42.86,-40.0,16.67,57.14,18.18,15.38,-20.0,-8.33,-45.45,66.67,-20.0,12.5,88.89,23.53,-38.1,61.54,-14.29,22.22,45.45,9.38,-17.14,41.38,-2.44,35.0,-38.89,66.67,-12.73,-6.25,37.78,1.61,25.4,-18.99,20.31,12.99,-12.64,13.16,1.16,14.94,-19.0,-2.47,16.46,1.09,-2.15,-28.57,-1.54,-23.44,4.08,0.0,-37.25,12.5,-41.67,-4.76,65.0
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Complexity and Algorithms in Graphs,https://openalex.org/T10720,0.0,150.0,-20.0,75.0,-28.57,100.0,-20.0,87.5,0.0,93.33,-10.34,57.69,19.51,-6.12,23.91,56.14,-11.24,15.19,26.37,-5.22,31.19,24.48,3.93,22.7,2.2,-9.48,23.33,-3.47,-4.4,7.53,-5.84,145.87,-31.76,-11.08,14.68,2.66,0.94,6.53,3.5,6.98,-3.16,4.29,0.78,4.85,3.52,2.86,-0.17,7.32,-5.84,2.76,-5.37,-15.96,-14.77,-30.69
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Computability Logic AI Algorithms,https://openalex.org/T12002,-8.56,2.42,13.86,2.07,-6.6,-1.9,1.11,0.0,-1.37,0.28,1.66,-4.09,11.65,-5.6,-2.16,26.17,-0.44,22.59,-11.27,5.85,-0.19,-4.77,5.21,-4.0,13.29,1.93,-3.09,3.01,3.79,-3.15,2.23,47.57,-9.99,3.28,8.42,-5.41,9.52,-2.72,5.25,2.87,-0.83,9.26,-5.14,-3.71,-1.98,5.53,-1.51,-1.64,-1.04,-2.31,-8.61,-19.67,-7.48,43.74
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Computational Drug Discovery Methods,https://openalex.org/T10211,-9.77,5.15,0.49,15.61,9.7,-6.54,3.29,5.98,13.91,-11.22,7.81,-0.34,7.96,11.22,18.16,0.98,1.93,7.58,0.0,16.96,-0.19,-5.47,21.76,3.44,7.77,7.79,-9.69,19.03,1.78,17.71,7.73,13.57,12.99,21.23,4.17,12.26,7.08,11.86,2.08,7.56,9.29,8.05,6.86,-4.46,1.88,3.31,-0.06,9.37,7.59,35.04,12.36,-4.32,8.88,6.9
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Contact Mechanics and Variational Inequalities,https://openalex.org/T12809,-25.51,-10.96,10.77,12.5,18.52,-15.62,9.88,1.12,-5.56,22.35,-3.85,36.0,-13.97,13.68,8.27,-6.94,14.93,-9.09,14.29,6.25,5.88,2.78,0.54,9.68,16.18,-5.91,10.76,9.72,-5.9,23.14,-6.37,8.16,-0.94,5.4,-1.51,-2.45,11.29,-4.79,16.57,-12.18,2.02,-5.1,-3.58,2.48,-2.11,-14.51,19.86,-8.43,1.32,2.6,-0.32,-3.17,1.31,13.27
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Formal Methods in Verification,https://openalex.org/T10142,6.67,-16.67,30.0,-25.0,87.18,-5.48,-23.19,64.15,-8.05,32.5,-1.89,21.15,4.76,19.7,13.92,16.67,-1.43,33.33,-0.36,24.36,18.71,6.16,16.94,5.75,5.63,7.28,-10.43,12.01,14.69,13.81,-1.14,234.53,-40.71,-10.51,9.37,-0.26,-10.83,1.41,-1.53,6.16,-5.38,-1.99,0.9,-3.36,-2.7,-7.15,-7.1,7.37,-18.95,0.32,-3.59,-21.44,6.69,-18.02
