sub_field_name,sub_field_id,topic_name,topic_id,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Graph Labeling and Dimension Problems,https://openalex.org/T12541,-35.42,22.58,2.63,33.33,-17.31,53.49,-24.24,-4.0,8.33,7.69,12.5,-19.05,43.14,-32.88,22.45,-25.0,22.22,20.0,3.03,29.41,-3.41,-5.88,13.75,-19.78,43.84,33.33,-0.71,-20.86,34.55,33.78,-2.02,6.7,18.84,10.57,3.68,41.13,1.26,12.9,2.64,5.57,21.7,14.67,-5.38,-0.46,15.9,-5.06,7.29,15.56,2.6,8.71,-1.12,-19.28,5.84,-9.0
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Mathematics Computing and Information Processing,https://openalex.org/T13523,-1.33,0.0,-4.05,-11.27,34.92,15.29,-6.12,-2.17,-5.56,-2.35,7.23,-8.99,25.93,19.61,0.82,28.46,15.82,3.83,2.63,15.9,-12.83,20.81,-3.78,6.99,-1.63,-9.54,-0.46,12.44,6.56,7.31,5.73,10.85,1.22,0.3,23.8,-4.38,-0.76,-1.03,9.84,-1.18,5.01,10.0,11.98,-13.28,-1.28,16.38,-14.44,-5.84,6.9,1.29,-40.98,-25.18,1.44,27.49
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Matrix Theory and Algorithms,https://openalex.org/T10792,-0.46,5.74,4.11,4.37,-9.04,3.12,-7.63,2.65,4.25,0.87,2.6,-2.67,1.16,14.43,-8.86,12.33,9.02,8.05,10.35,-2.16,-2.88,14.71,-4.48,6.76,-3.54,1.14,8.56,-0.96,-3.14,11.54,-5.51,39.48,-4.46,-3.78,11.06,0.44,3.53,4.36,2.6,3.98,-0.62,-6.54,5.82,-4.43,-0.76,-7.38,-7.81,-1.26,-1.82,-6.44,-7.02,-9.19,5.96,16.95
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Modeling and Simulation Systems,https://openalex.org/T13286,9.09,16.67,-38.1,-11.54,4.35,20.83,27.59,-10.81,39.39,-13.04,5.0,16.67,-6.12,-4.35,18.18,23.08,-23.44,30.61,-7.81,5.08,33.87,-19.28,34.33,3.33,3.23,4.17,16.0,12.93,14.5,14.0,-9.94,72.08,-2.26,-23.17,29.15,2.33,0.38,13.64,10.33,-13.9,23.51,0.28,-3.97,12.39,-2.62,-29.38,27.48,-30.54,22.84,-32.98,-6.81,-46.63,24.21,-31.36
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Numerical Methods and Algorithms,https://openalex.org/T11697,1.74,30.77,4.58,-11.88,14.89,-9.88,4.79,23.53,-7.94,-9.77,28.66,-21.78,31.65,-17.79,25.73,3.26,22.97,-16.12,15.72,11.7,4.39,2.59,-6.94,-4.07,0.35,11.62,-16.4,17.36,4.5,2.46,-3.9,237.5,-27.96,-26.09,30.61,-0.4,-18.45,-3.93,10.07,-4.03,10.66,-4.82,13.19,-0.68,-10.37,-6.85,-4.25,-6.14,-5.64,-7.51,-5.42,-21.81,19.44,-8.73
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Optimization and Variational Analysis,https://openalex.org/T10545,-4.4,7.24,30.06,-13.21,7.61,11.62,0.0,-4.07,-1.42,2.39,1.87,9.17,-0.84,2.12,4.98,6.72,4.44,0.0,1.06,18.6,4.44,11.61,-8.38,27.42,-4.78,15.53,0.79,-5.1,6.2,18.09,13.84,11.58,12.97,0.11,17.32,20.04,16.86,-0.77,3.51,8.41,6.38,-6.82,-0.51,-8.88,-17.55,-6.93,2.81,1.85,6.76,6.25,-0.92,-9.1,-12.38,2.71
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Petri Nets in System Modeling,https://openalex.org/T11125,-18.52,4.55,21.74,-14.29,29.17,-22.58,29.17,0.0,54.84,0.0,16.67,10.71,6.45,30.3,26.74,7.34,42.74,-12.57,5.48,44.16,42.34,-0.32,-0.63,10.22,5.8,9.59,-1.0,4.8,-7.47,3.65,2.76,407.58,-48.46,-22.43,4.34,10.16,-20.13,2.49,6.27,4.1,-1.62,-4.71,-9.75,2.74,-17.44,-8.23,-7.03,2.84,-13.42,1.7,-16.91,-7.29,-11.92,-10.77
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Polynomial and algebraic computation,https://openalex.org/T11435,-4.0,14.58,3.64,-8.77,9.62,9.65,-20.0,11.0,-13.51,30.21,-5.6,10.17,-23.85,24.24,25.2,-5.84,-2.07,4.23,22.3,12.71,-2.45,8.04,2.33,-7.27,16.67,7.14,0.0,-7.45,9.75,17.76,-0.33,18.75,-5.54,17.89,12.69,-1.99,-5.63,0.24,14.76,3.32,9.24,-4.04,-6.13,-1.84,5.2,2.17,-11.61,-5.69,6.03,-1.97,-16.96,11.83,-8.17,24.35
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Quantum-Dot Cellular Automata,https://openalex.org/T13182,133.33,-7.14,-23.08,10.0,36.36,0.0,-46.67,-37.5,180.0,21.43,-58.82,14.29,112.5,-5.88,-25.0,83.33,-45.45,66.67,-35.0,-7.69,58.33,0.0,63.16,-9.68,-10.71,28.0,90.62,-18.03,8.0,44.44,3.85,74.07,9.22,2.6,25.95,24.12,-14.98,9.52,-23.91,20.57,6.16,24.11,-2.88,5.56,12.63,6.54,14.91,-11.45,3.74,-7.48,8.08,-11.63,-0.94,42.09
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Rough Sets and Fuzzy Logic,https://openalex.org/T11063,28.21,10.0,-20.0,-18.18,13.89,12.2,-15.22,-5.13,13.51,26.19,3.77,10.91,-4.92,20.69,21.43,-3.53,8.54,20.22,-9.35,17.53,-2.63,36.94,-17.76,39.2,14.94,12.0,-6.25,19.52,20.72,33.0,24.57,81.47,1.1,13.03,30.36,15.48,19.78,15.5,2.63,4.18,-13.07,-7.49,-7.67,-11.45,-6.43,-15.36,-11.6,4.69,3.67,-8.12,-6.11,4.3,-7.77,5.41
Computational Theory and Mathematics,https://openalex.org/subfields/1703,semigroups and automata theory,https://openalex.org/T11567,-0.91,4.29,-2.35,8.13,-3.06,-5.17,-8.18,2.31,-4.84,14.58,-6.8,5.4,-8.43,2.3,2.57,15.05,-25.34,17.15,8.41,-8.33,17.55,6.13,-3.52,8.07,0.96,10.02,-14.97,3.57,6.4,10.42,11.74,22.89,-2.6,0.47,-3.12,3.38,12.46,-2.63,9.39,7.02,9.84,-11.06,-10.45,6.39,-2.35,-4.01,-9.19,1.38,-0.61,-3.81,-3.48,-17.87,7.98,-13.12
Computational Theory and Mathematics,https://openalex.org/subfields/1703,Topological and Geometric Data Analysis,https://openalex.org/T12536,-30.65,37.21,-10.17,-18.87,55.81,-17.91,10.91,-6.56,-1.75,-23.21,46.51,-22.22,22.45,-5.0,7.02,24.59,-7.89,14.29,-10.0,-1.39,19.72,2.35,16.09,-3.96,-14.43,22.89,16.67,-17.65,30.61,-33.59,44.71,24.39,-1.96,0.0,31.33,-1.52,20.1,9.44,5.88,7.04,11.76,9.29,1.42,-3.35,13.87,15.99,4.38,8.18,24.42,-2.34,2.71,-8.54,10.36,-6.31
Computer Graphics and Computer-Aided Design,https://openalex.org/subfields/1704,Computational Geometry and Mesh Generation,https://openalex.org/T10996,16.46,15.22,-0.94,-12.38,-2.17,8.89,5.1,2.91,13.21,10.83,1.5,14.07,20.13,18.38,34.25,-1.02,18.56,-0.58,13.99,12.53,22.73,10.56,0.0,-7.37,4.52,13.49,-3.66,-4.11,0.5,14.78,-4.58,42.58,-6.2,-11.77,9.91,1.62,5.8,-7.31,15.66,-11.43,1.7,2.9,-5.84,0.0,-1.38,-9.09,0.9,-12.33,-2.17,5.33,-12.38,-16.21,-5.94,18.53
Computer Graphics and Computer-Aided Design,https://openalex.org/subfields/1704,Computer Graphics and Visualization Techniques,https://openalex.org/T10481,-26.58,-6.9,-1.85,24.53,10.61,-24.66,56.36,20.93,-6.73,8.25,33.33,4.29,23.29,15.0,10.14,17.98,15.61,-12.54,28.31,37.54,-9.17,22.25,-4.32,7.45,11.5,-0.65,17.79,1.68,10.04,10.12,15.32,111.81,-15.66,3.53,7.29,2.78,-7.87,-5.76,3.95,6.58,-8.83,-14.25,0.71,-12.11,-2.9,-7.99,-6.98,-9.95,1.45,-7.26,-8.65,-13.75,17.91,34.92
Computer Graphics and Computer-Aided Design,https://openalex.org/subfields/1704,Digital Media and Visual Art,https://openalex.org/T14254,3.03,38.24,-10.64,-14.29,38.89,-2.0,-10.2,-6.82,2.44,21.43,-13.73,11.36,4.08,5.88,20.37,-12.31,19.3,10.29,13.33,-14.12,13.7,6.02,12.5,-22.22,45.45,5.36,-0.85,16.24,37.5,190.37,57.09,31.89,26.22,11.48,13.52,15.08,27.47,6.22,12.39,5.4,-0.66,-31.93,-9.54,0.84,4.01,-17.01,-6.29,18.13,18.21,13.24,14.18,0.47,26.88,5.72
Computer Graphics and Computer-Aided Design,https://openalex.org/subfields/1704,Transportation Systems and Safety,https://openalex.org/T13615,-33.33,3.33,51.61,10.64,15.38,-5.0,10.53,0.0,3.17,-9.23,-6.78,-12.73,10.42,9.43,8.62,7.94,-5.88,10.94,-15.49,13.33,-17.65,92.86,-17.59,12.36,0.0,9.0,23.85,139.26,-3.41,-2.56,4.61,23.27,1.02,7.32,-4.0,7.11,13.73,-1.81,11.07,14.39,-1.61,5.57,-4.5,21.3,-2.41,-3.16,-13.33,-4.09,-15.19,-12.47,-36.78,-4.0,1.52,17.54
Computer Networks and Communications,https://openalex.org/subfields/1705,Advanced Authentication Protocols Security,https://openalex.org/T11504,-100.0,200.0,-50.0,0.0,-100.0,100.0,-100.0,200.0,-100.0,600.0,66.67,20.0,-33.33,-37.5,200.0,-46.67,112.5,-29.41,66.67,0.0,-50.0,170.0,66.67,-31.11,90.32,0.0,-15.25,58.0,35.44,7.48,20.87,158.27,-8.91,2.45,40.9,5.72,-2.61,22.22,-0.84,5.6,-9.0,3.71,-2.73,-1.05,-4.07,-1.66,8.82,-16.55,8.88,3.23,-2.02,-8.44,-4.71,0.65
Computer Networks and Communications,https://openalex.org/subfields/1705,Advanced Data Storage Technologies,https://openalex.org/T11181,23.26,-2.83,19.42,-12.2,34.26,-7.59,2.99,1.45,3.57,13.79,26.06,-14.9,15.82,4.88,0.47,19.91,15.83,3.0,18.12,13.7,9.4,-0.22,38.85,-0.95,-10.43,19.0,-4.82,-4.11,3.14,9.28,-2.34,213.64,-30.45,-23.92,35.14,-3.61,2.43,8.33,5.62,15.15,2.36,3.41,3.5,4.27,1.84,-6.45,-2.27,-4.73,-2.64,-15.78,-9.46,-12.57,1.8,19.11
Computer Networks and Communications,https://openalex.org/subfields/1705,Advanced Database Systems and Queries,https://openalex.org/T10317,-2.8,-7.69,28.12,13.01,76.26,12.24,-0.36,22.63,17.56,28.86,-6.09,21.13,11.05,-4.67,1.79,20.83,5.17,-2.9,17.4,-2.54,9.76,4.86,6.41,-5.65,-0.2,5.22,2.99,-6.18,17.62,-6.26,9.13,129.77,-27.21,-16.11,13.65,-10.29,3.37,-6.91,-2.57,7.38,-12.96,-1.86,-9.29,-4.76,-9.31,-1.09,-12.07,-7.77,-12.07,-15.86,-21.1,-27.63,0.49,47.55
Computer Networks and Communications,https://openalex.org/subfields/1705,Advanced Statistical Modeling Techniques,https://openalex.org/T13748,8.33,-23.08,40.0,-7.14,-26.92,57.89,10.0,27.27,-21.43,-15.15,28.57,2.78,13.51,-19.05,35.29,-23.91,45.71,-7.84,-44.68,92.31,-26.0,51.35,-14.29,-2.08,-14.89,20.0,4.17,16.0,-31.03,20.0,-2.08,4.26,6.12,-7.69,56.25,14.67,5.81,-7.69,1.19,20.0,21.57,-9.68,35.71,17.11,-15.73,7.33,4.97,0.59,-1.18,-1.19,-12.65,-11.03,5.43,-4.41
Computer Networks and Communications,https://openalex.org/subfields/1705,Advanced Technologies and Applied Computing,https://openalex.org/T13345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,-100.0,0.0,0.0,100.0,-100.0,300.0,0.0,-100.0,400.0,0.0,-75.0,600.0,-57.14,0.0,66.67,-60.0,650.0,-20.0,100.0,-16.67,460.0,167.86,-10.33,-73.23
Computer Networks and Communications,https://openalex.org/subfields/1705,Age of Information Optimization,https://openalex.org/T13553,100.0,200.0,-33.33,0.0,-100.0,300.0,-66.67,-100.0,300.0,0.0,-100.0,0.0,100.0,300.0,0.0,0.0,-50.0,-50.0,0.0,200.0,-33.33,50.0,-33.33,0.0,50.0,100.0,16.67,-28.57,20.0,100.0,-25.0,11.11,40.0,-35.71,133.33,4.76,0.0,31.82,-41.38,94.12,-3.03,3.12,6.06,17.14,9.76,-4.44,88.37,86.42,89.4,30.77,39.04,11.35,23.49,-35.8
Computer Networks and Communications,https://openalex.org/subfields/1705,Bluetooth and Wireless Communication Technologies,https://openalex.org/T12801,52.94,-7.69,-37.5,33.33,0.0,60.0,-28.12,0.0,30.43,-10.0,25.93,2.94,-25.71,19.23,-19.35,8.0,29.63,22.86,-30.23,30.0,48.72,-29.31,9.76,31.11,-3.39,-12.28,30.0,20.0,1.28,108.86,68.48,98.56,23.73,3.66,-7.77,14.09,-10.74,-8.27,6.72,-6.61,-5.76,13.09,1.54,-6.69,7.82,4.53,-4.19,3.62,-19.8,-9.98,-9.88,-32.89,-10.33,17.1
Computer Networks and Communications,https://openalex.org/subfields/1705,Caching and Content Delivery,https://openalex.org/T11478,-50.0,0.0,-100.0,200.0,150.0,-60.0,200.0,-66.67,0.0,150.0,-20.0,75.0,85.71,15.38,-13.33,15.38,33.33,-70.0,250.0,14.29,0.0,0.0,79.17,32.56,1.75,39.66,49.38,50.41,19.78,8.26,26.69,119.4,7.01,10.26,-2.58,2.12,-1.43,-0.4,25.13,9.51,16.7,26.55,8.43,10.73,-1.25,8.27,7.84,3.68,-4.23,-19.78,-14.64,-8.06,-1.21,-8.49
Computer Networks and Communications,https://openalex.org/subfields/1705,Cognitive Radio Networks and Spectrum Sensing,https://openalex.org/T10579,-50.0,0.0,0.0,100.0,-50.0,100.0,0.0,-100.0,100.0,-100.0,200.0,100.0,0.0,-50.0,50.0,133.33,-42.86,25.0,-80.0,0.0,100.0,-50.0,100.0,0.0,0.0,0.0,-100.0,100.0,300.0,25.0,20.0,233.33,-30.0,0.0,307.14,187.72,203.05,84.91,56.8,38.51,8.47,9.98,1.89,0.95,-16.17,-15.34,-11.33,-12.59,-14.25,-17.4,-16.67,-19.5,-15.0,-19.3
Computer Networks and Communications,https://openalex.org/subfields/1705,Constraint Satisfaction and Optimization,https://openalex.org/T11596,-18.75,28.21,-36.0,90.62,-19.67,14.29,1.79,-19.3,56.52,-6.94,19.4,-1.25,-8.86,8.33,42.31,23.42,16.79,-1.25,23.42,12.31,26.48,12.64,8.65,0.59,4.99,-1.4,12.46,0.0,-8.31,27.2,-18.79,141.22,-32.19,-2.6,8.51,4.15,-2.66,-3.03,-10.64,3.15,-4.92,-14.11,16.42,-13.39,-1.24,-8.35,-4.33,-12.38,-2.45,-16.16,14.62,-46.67,16.85,19.53
Computer Networks and Communications,https://openalex.org/subfields/1705,Cooperative Communication and Network Coding,https://openalex.org/T10796,-29.41,-8.33,18.18,-23.08,-50.0,220.0,6.25,-52.94,125.0,-11.11,25.0,5.0,19.05,-8.0,34.78,6.45,-15.15,-10.71,128.0,-61.4,50.0,78.79,-13.56,25.49,-20.31,-27.45,45.95,12.96,14.75,20.0,21.43,247.06,-1.41,31.81,95.22,57.02,33.19,41.11,27.21,22.4,1.96,2.4,-9.56,-8.06,-21.25,-14.04,-21.81,-20.25,-14.02,-28.54,-20.67,-23.07,-0.18,0.18
Computer Networks and Communications,https://openalex.org/subfields/1705,Cultural Insights and Digital Impacts,https://openalex.org/T13807,-20.15,18.69,-11.81,27.68,9.09,0.64,7.01,7.74,6.63,8.29,15.31,-4.56,14.78,11.74,18.98,3.7,8.52,1.77,-0.5,-1.25,7.09,5.2,3.37,14.13,15.43,0.83,6.38,4.31,9.29,16.06,7.56,26.27,-2.83,21.94,11.42,14.4,13.1,7.52,18.79,8.87,6.74,15.5,5.67,11.73,8.2,-5.17,10.62,-9.71,-4.76,-8.22,-23.09,-42.67,6.83,-6.75
Computer Networks and Communications,https://openalex.org/subfields/1705,Cybersecurity and Information Systems,https://openalex.org/T13983,36.84,-33.33,-57.69,18.18,53.85,-40.0,54.17,-27.03,22.22,-9.09,6.67,21.88,12.82,13.64,-52.0,150.0,-23.33,-30.43,9.38,0.0,11.43,-5.13,-8.11,41.18,-35.42,25.81,23.08,4.17,20.0,11.67,-5.97,53.97,2.06,23.23,-13.93,20.0,-1.59,54.84,40.62,-4.07,24.32,27.64,13.87,13.25,3.96,-7.99,9.66,21.76,25.7,2.0,-8.53,-5.54,-4.4,-20.08
Computer Networks and Communications,https://openalex.org/subfields/1705,Distributed and Parallel Computing Systems,https://openalex.org/T10715,13.46,16.1,11.31,13.11,10.14,14.74,-12.84,15.26,15.75,-12.62,20.99,14.55,12.21,6.39,9.69,32.84,-1.97,16.14,-8.88,5.69,6.23,13.18,9.66,9.72,-8.97,2.27,12.56,-3.49,14.71,4.02,13.6,88.67,-10.36,12.78,23.48,11.23,-7.89,3.62,-9.15,3.55,-10.29,-4.86,-10.92,-2.19,-5.29,-12.35,-1.36,-18.01,-3.92,-14.73,-29.19,-30.53,8.01,103.96
Computer Networks and Communications,https://openalex.org/subfields/1705,Distributed Control Multi-Agent Systems,https://openalex.org/T10249,100.0,-50.0,100.0,100.0,-75.0,300.0,-50.0,0.0,50.0,66.67,-80.0,600.0,-57.14,33.33,75.0,-42.86,125.0,-44.44,100.0,-20.0,62.5,30.77,-58.82,100.0,-28.57,10.0,-18.18,133.33,38.1,-37.93,138.89,174.42,3.39,109.02,4.31,92.11,18.79,33.44,20.49,18.95,23.17,15.38,6.97,14.05,-3.97,9.98,7.43,12.22,9.6,1.67,-2.24,8.09,8.22,-15.4
Computer Networks and Communications,https://openalex.org/subfields/1705,Distributed Sensor Networks and Detection Algorithms,https://openalex.org/T12879,-8.33,4.55,17.39,11.11,56.67,-31.91,9.38,22.86,-11.63,23.68,-17.02,7.69,16.67,-2.04,4.17,-14.0,55.81,-19.4,12.96,-8.2,58.93,-6.74,-4.82,1.27,-22.5,11.29,7.25,16.22,-23.26,-4.55,3.17,321.54,-33.58,-5.49,66.28,10.84,19.87,4.74,12.06,-1.12,8.84,-3.12,2.8,10.67,-24.2,8.98,-8.24,2.0,-6.36,-7.83,-8.5,-10.53,19.03,12.79
Computer Networks and Communications,https://openalex.org/subfields/1705,Distributed systems and fault tolerance,https://openalex.org/T10772,19.35,8.11,-2.5,20.51,0.0,63.83,-3.9,48.65,10.0,25.62,33.55,27.59,25.48,4.31,12.98,3.13,24.3,17.72,-9.86,20.73,10.33,1.73,12.32,-2.14,-5.03,2.31,12.07,-12.54,7.98,-1.5,-4.58,410.67,-45.14,-33.46,4.65,1.64,-7.06,4.85,-6.97,8.46,-7.32,6.27,-12.29,9.26,-11.09,-1.3,-4.87,-5.9,-7.47,-9.77,-9.5,-16.85,3.96,10.45
Computer Networks and Communications,https://openalex.org/subfields/1705,Educational Research and Pedagogy,https://openalex.org/T13836,-7.98,-10.0,-14.07,6.03,4.88,-9.3,4.27,0.82,-4.88,0.85,-10.17,10.38,-6.84,4.59,-10.53,20.59,6.5,0.0,4.58,-5.11,25.38,11.04,1.66,-9.78,-6.02,25.64,26.02,-2.83,13.75,31.14,4.47,44.92,3.87,27.71,6.26,9.69,18.14,3.43,17.38,8.32,6.76,11.73,0.84,13.67,5.73,-8.98,-3.44,2.48,2.89,7.4,-37.96,-12.65,5.62,73.88
Computer Networks and Communications,https://openalex.org/subfields/1705,Energy Efficient Wireless Sensor Networks,https://openalex.org/T10080,-64.0,44.44,7.69,-7.14,-15.38,-9.09,20.0,58.33,-5.26,-33.33,133.33,10.71,-35.48,65.0,-51.52,175.0,-22.73,0.0,0.0,-8.82,19.35,5.41,7.69,9.52,6.52,24.49,-8.2,42.86,-20.0,90.62,26.23,137.01,77.81,68.26,83.97,56.0,28.08,10.94,12.58,10.25,-4.11,5.66,-1.98,1.33,-9.85,-7.6,-12.02,-5.77,-6.56,-19.59,-7.45,-14.6,-7.23,13.42
Computer Networks and Communications,https://openalex.org/subfields/1705,Error Correcting Code Techniques,https://openalex.org/T11321,33.33,20.0,-58.33,50.0,-53.33,114.29,-33.33,50.0,13.33,-29.41,25.0,26.67,-21.05,20.0,-44.44,130.0,-17.39,0.0,52.63,6.9,19.35,-27.03,22.22,0.0,30.3,-41.86,76.0,-6.82,9.76,8.89,140.82,254.24,5.98,32.96,31.58,30.84,-14.0,18.12,3.3,7.99,-7.4,1.69,-4.25,3.47,-12.87,0.75,-7.44,8.96,4.53,-18.55,12.25,-11.58,-4.86,-27.0
Computer Networks and Communications,https://openalex.org/subfields/1705,Interconnection Networks and Systems,https://openalex.org/T10829,26.19,11.32,-15.25,30.0,1.54,21.21,-10.0,69.44,-12.3,34.58,4.17,50.67,0.88,3.51,16.95,26.09,36.21,7.38,14.93,14.7,21.46,4.91,1.05,14.7,-6.76,8.87,-5.07,-11.1,-7.77,1.53,-9.43,486.81,-48.71,-33.87,28.12,-1.09,-5.18,2.03,13.09,0.91,-4.49,-4.18,-4.09,-0.8,-7.67,-7.13,-9.75,-6.44,-7.99,-14.19,-10.82,-12.13,-2.81,18.55
Computer Networks and Communications,https://openalex.org/subfields/1705,Internet of Things and Social Network Interactions,https://openalex.org/T13924,10.0,-18.18,33.33,-33.33,37.5,36.36,46.67,-40.91,30.77,5.88,33.33,12.5,51.85,19.51,-16.33,24.39,68.63,-25.58,65.62,20.75,-32.03,19.54,7.69,46.43,16.46,-1.57,23.4,28.88,3.34,13.59,15.38,52.35,23.99,20.39,8.9,39.98,7.48,14.12,-0.35,4.95,-0.17,-13.01,-2.37,1.31,-7.5,-11.81,-32.96,-23.29,-5.39,-17.1,-26.92,-33.6,2.83,58.27
Computer Networks and Communications,https://openalex.org/subfields/1705,IoT and Edge/Fog Computing,https://openalex.org/T10273,-100.0,500.0,-60.0,50.0,-33.33,50.0,-33.33,300.0,-37.5,-20.0,125.0,-22.22,-85.71,900.0,20.0,-16.67,40.0,-14.29,8.33,69.23,-40.91,15.38,33.33,5.0,-28.57,60.0,50.0,25.0,26.67,-28.07,21.95,24.0,4.84,7.69,47.14,-3.88,37.37,-2.94,20.45,59.12,70.36,57.31,30.24,50.62,36.09,37.24,34.62,41.66,19.44,-0.05,5.68,-1.47,3.45,-7.47
Computer Networks and Communications,https://openalex.org/subfields/1705,Media and Digital Communication,https://openalex.org/T13745,-84.47,75.61,9.72,-10.13,5.63,-13.33,-9.23,10.17,58.46,16.5,4.17,-4.8,0.0,9.24,9.23,28.17,14.84,5.74,1.36,21.43,-12.5,35.29,21.43,36.32,2.06,43.01,2.96,12.48,-1.55,25.25,-10.71,18.65,3.23,16.71,35.83,-3.43,6.29,15.98,-0.17,25.34,13.73,-1.84,-1.72,-3.14,12.17,-10.94,-14.12,0.54,-5.59,-16.51,-27.45,-61.7,-5.56,60.48
Computer Networks and Communications,https://openalex.org/subfields/1705,Mobile Ad Hoc Networks,https://openalex.org/T10246,-66.67,-50.0,-100.0,400.0,-75.0,500.0,-33.33,75.0,-57.14,100.0,33.33,0.0,112.5,-5.88,-50.0,112.5,47.06,-44.0,-21.43,72.73,21.05,-8.7,38.1,-13.79,36.0,-2.94,33.33,50.0,83.33,28.93,122.44,180.4,38.13,41.52,38.07,27.49,-4.21,13.5,-2.23,1.8,-4.69,1.07,-3.81,3.1,-24.3,-14.66,-19.86,-11.55,-14.57,-31.24,-9.99,-15.99,-16.62,-12.44
Computer Networks and Communications,https://openalex.org/subfields/1705,Mobile Agent-Based Network Management,https://openalex.org/T12203,-20.0,-22.22,57.14,22.73,-7.41,44.0,-33.33,37.5,0.0,45.45,-4.17,15.22,42.45,-11.92,25.56,18.56,-4.04,11.58,1.89,21.3,-1.53,22.87,35.65,7.21,19.74,21.74,23.36,6.88,22.35,24.82,18.99,102.86,-18.4,-5.29,10.06,-5.65,-4.5,-6.87,6.26,-3.92,-10.55,-13.29,-17.23,-16.75,-16.98,-14.58,-11.64,-6.9,-10.65,-19.46,-27.15,-27.76,14.59,52.8
Computer Networks and Communications,https://openalex.org/subfields/1705,Network Security and Intrusion Detection,https://openalex.org/T10400,-61.11,57.14,-45.45,83.33,-27.27,112.5,-41.18,-10.0,11.11,0.0,120.0,-22.73,-17.65,35.71,10.53,23.81,-19.23,71.43,11.11,15.0,-15.22,15.38,40.0,20.63,35.53,28.16,7.58,14.08,61.11,21.84,34.28,107.73,29.43,44.34,21.79,19.38,1.12,13.63,8.49,-1.57,-2.5,5.97,-2.85,2.83,-3.05,6.42,2.38,17.5,13.07,11.26,6.84,8.82,24.95,32.12
Computer Networks and Communications,https://openalex.org/subfields/1705,Network Time Synchronization Technologies,https://openalex.org/T12216,107.69,-11.11,-8.33,27.27,32.14,-21.62,24.14,-16.67,23.33,5.41,-7.69,80.56,4.62,-20.59,9.26,20.34,18.31,-27.38,-16.39,17.65,6.67,37.5,-38.64,40.74,28.95,-12.24,10.47,-1.05,8.51,8.82,-1.8,198.17,-9.54,5.78,23.15,27.15,10.06,8.96,-3.42,20.21,3.83,-5.68,0.75,1.2,-9.9,-8.69,-3.95,7.66,-3.82,3.25,0.17,-9.95,21.51,-4.94
Computer Networks and Communications,https://openalex.org/subfields/1705,Network Traffic and Congestion Control,https://openalex.org/T10138,-66.67,100.0,50.0,-44.44,20.0,216.67,-10.53,35.29,-13.04,-5.0,94.74,8.11,10.0,4.55,-19.57,59.46,5.08,37.1,15.29,80.61,23.16,26.61,18.84,28.66,26.54,18.35,9.34,28.8,21.57,-2.13,20.02,315.89,-39.88,-5.25,-2.16,-0.37,-20.95,-0.17,-2.81,-12.35,-11.96,-10.25,-14.56,-12.09,-13.15,-9.83,-18.76,-6.58,3.88,-27.52,-18.7,-10.8,8.42,-14.56
Computer Networks and Communications,https://openalex.org/subfields/1705,Neural Networks Stability and Synchronization,https://openalex.org/T11347,100.0,33.33,-100.0,0.0,100.0,200.0,-33.33,50.0,0.0,-33.33,0.0,100.0,-75.0,400.0,0.0,60.0,-37.5,80.0,22.22,127.27,24.0,19.35,86.49,-20.29,25.45,21.74,1.19,18.82,27.72,-16.28,30.56,402.84,-37.38,-28.15,57.05,38.72,-3.45,37.41,5.1,1.24,-0.41,0.41,-1.43,6.83,-7.16,-6.47,15.83,6.26,3.62,-0.44,7.29,-3.11,3.97,-23.56
Computer Networks and Communications,https://openalex.org/subfields/1705,Nonlinear Dynamics and Pattern Formation,https://openalex.org/T11187,-7.08,31.43,8.7,0.67,23.84,17.11,6.85,-3.42,18.58,12.69,4.3,20.95,8.4,7.02,22.17,4.81,3.0,9.78,2.97,8.5,5.45,8.49,-3.06,15.13,12.05,8.11,0.27,0.36,-8.18,15.66,-3.55,22.19,-3.37,0.0,6.84,-3.55,1.87,4.1,-5.17,-5.09,6.12,-0.57,0.36,5.56,-1.42,-7.81,3.49,-2.37,3.9,-7.65,-1.61,-8.96,3.0,-1.5
